code;pairCode;name;price;priceRatio;standardPrice;purchasePrice;purchasePriceVatRate;purchasePriceIncludingVat;actionPrice;maxDiscount;pricelist:2:price;pricelist:5:price;pricelist:8:price;pricelist:11:price;pricelist:14:price;pricelist:17:price;pricelist:20:price;pricelist:23:price;pricelist:26:price;pricelist:29:price
97062;1;nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire;6,25;1;6,25;4,07;23;1;6,25;;6,00;5,88;5,75;5,63;5,50;5,38;5,25;5,13;5,00;4,69
97066;1;nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire;6,25;1;6,25;4,07;23;1;6,25;;6,00;5,88;5,75;5,63;5,50;5,38;5,25;5,13;5,00;4,69
97067;1;nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire;6,25;1;6,25;4,07;23;1;6,25;;6,00;5,88;5,75;5,63;5,50;5,38;5,25;5,13;5,00;4,69
97068;1;nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire;6,25;1;6,25;4,07;23;1;6,25;;6,00;5,88;5,75;5,63;5,50;5,38;5,25;5,13;5,00;4,69
97073;1;nástraha KEITECH Swing Impact 3 inch, 7,6cm, Green Pumpkin Fire;6,25;1;6,25;3,34;23;1;6,25;;6,00;5,88;5,75;5,63;5,50;5,38;5,25;5,13;5,00;4,69
43547;2;naviják SHIMANO SEDONA 4000 XGFI;70,72;1;70,72;51,10;23;1;70,72;;67,89;66,48;65,06;63,65;62,23;60,82;59,40;57,99;56,58;53,04
46681;3;"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";4,26;1;4,26;2,60;23;1;2,56;;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
46683;3;"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";4,26;1;4,26;2,60;23;1;2,56;;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
46685;3;"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";4,26;1;4,26;2,60;23;1;2,56;;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
46687;3;"Nástraha FANATIK Larva LUX 1,6""; 4,3 cm, 10 ks";4,26;1;4,26;2,60;23;1;2,56;;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
96684;4;Nástraha FANATIC Mik Maus 5 cm, 8 ks;4,26;1;4,26;2,60;23;1;2,56;;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
96685;4;Nástraha FANATIC Mik Maus 5 cm, 8 ks;4,26;1;4,26;2,60;23;1;2,56;;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
96845;4;Nástraha FANATIC Mik Maus 5 cm, 8 ks;4,26;1;4,26;2,60;23;1;2,56;;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
3963P-S;;Boilie MIKBAITS Spiceman Pikantná slivka;15,97;1;15,97;12,50;23;1;15,97;10;15,33;15,01;14,69;14,37;14,37;14,37;14,37;14,37;14,37;14,37
19327X;5;SET = 2x naviják CARPEX F-Runner QD;100,45;1;100,45;42,40;23;1;100,45;;96,43;94,42;92,41;90,41;88,40;86,39;84,38;82,37;80,36;75,34
19328X;5;SET = 2x naviják CARPEX F-Runner QD;106,00;1;106,00;50,94;23;1;106,00;;101,76;99,64;97,52;95,40;93,28;91,16;89,04;86,92;84,80;79,50
46692;6;"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";5,33;1;5,33;1,09;23;1;3,20;;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20
46694;6;"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";5,33;1;5,33;1,09;23;1;3,20;;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20
46697;6;"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";5,33;1;5,33;3,26;23;1;3,20;;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20
46702;6;"nástraha FANATIC Larva LUX 3,0; 7,5 cm, #023, 6 ks";5,33;1;5,33;1,09;23;1;3,20;;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20;3,20
39769;;signalizátor pre sadu DELPHIN Totem, zelený;28,95;1;28,95;15,03;23;1;24,61;25;24,61;24,61;24,61;24,61;24,61;24,61;24,32;23,74;23,16;21,71
100526;;Vobler ROBINSON Hogan F70, 7cm, 11g, Blue Clown;6,67;1;6,67;3,36;23;1;6,67;;6,40;6,27;6,14;6,00;5,87;5,74;5,60;5,47;5,34;5,00
100623;;Škrabka PRIME so zásobníkom a nožom;7,07;1;7,07;3,00;23;1;7,07;;6,79;6,65;6,50;6,36;6,22;6,08;5,94;5,80;5,66;5,30
100722;;Nástraha ROBINSON Ripper Longinus, 18 cm, Perch Shiner;4,30;1;4,30;1,98;23;1;4,30;;4,13;4,04;3,96;3,87;3,78;3,70;3,61;3,53;3,44;3,23
100737;7;Prút ROBINSON Flexcore Feeder;57,00;1;57,00;24,13;23;1;57,00;;54,72;53,58;52,44;51,30;50,16;49,02;47,88;46,74;45,60;42,75
100738;7;Prút ROBINSON Flexcore Feeder;58,40;1;58,40;24,69;23;1;58,40;;56,06;54,90;53,73;52,56;51,39;50,22;49,06;47,89;46,72;43,80
100739;7;Prút ROBINSON Flexcore Feeder;59,70;1;59,70;27,22;23;1;59,70;;57,31;56,12;54,92;53,73;52,54;51,34;50,15;48,95;47,76;44,78
100778;;Forma Method Feeder Fans Push;3,49;1;3,49;1,77;23;1;3,49;;3,35;3,28;3,21;3,14;3,07;3,00;2,93;2,86;2,79;2,62
104049;;Vozík SENSAS Trolley Club;75,95;1;75,95;33,89;23;1;75,95;;72,91;71,39;69,87;68,36;66,84;65,32;63,80;62,28;60,76;56,96
104079;8;Boilie STARBAITS Pro Ginger & Squid Pop Up;6,70;1;6,70;3,01;23;1;6,70;;6,43;6,30;6,16;6,03;5,90;5,76;5,63;5,49;5,36;5,03
104080;8;Boilie STARBAITS Pro Ginger & Squid Pop Up;6,70;1;6,70;3,01;23;1;6,70;;6,43;6,30;6,16;6,03;5,90;5,76;5,63;5,49;5,36;5,03
104094;9;Boilie STARBAITS Pro Ginger & Squid, 800 g;12,82;1;12,82;5,79;23;1;12,82;;12,31;12,05;11,79;11,54;11,28;11,03;10,77;10,51;10,26;9,62
104095;9;Boilie STARBAITS Pro Ginger & Squid, 800 g;12,82;1;12,82;5,79;23;1;12,82;;12,31;12,05;11,79;11,54;11,28;11,03;10,77;10,51;10,26;9,62
